timer	pos	dir	vel	steering	steering_input	brake	brake_input	throttle	throttle_input	wheelspeed	vel_kmh	is_oob	oob_counter	max_oob_percentage	oob_distance
0	(87.07855987548828, 12.172591209411621, -28)	(0.14963148534297943, 0.9887418150901794, 0)	(0, 0, 0)	0	None	0	None	0	None	0	0	False	0	0	1.9341423940672262
0.20000000298023224	(87.08003234863281, 12.17398738861084, -27.970510482788086)	(0.15113617479801178, 0.9884979128837585, -0.005461024586111307)	(0.02861134149134159, 0.09271030128002167, 0.1606319695711136)	77.57167390765677	-0.18207396433411127	0	0	0.5	0.5	0.08372856855058444	1	False	0	0	1.9327806783701686
0.41875001415610313	(87.09562683105469, 12.273293495178223, -27.886974334716797)	(0.15180477499961853, 0.9884003400802612, -0.00448687095195055)	(0.025792384520173073, 0.7413268685340881, 0.7435455918312073)	112.1962169968077	-0.21659411721005664	0	0	0.20847657356725163	0.20847657356725163	1.427176862127185	4	False	0	0	1.924804486820754
0.6072500199079514	(87.1070327758789, 12.441822052001953, -27.767953872680664)	(0.14366282522678375, 0.9896246194839478, -0.0020563052967190742)	(0.05999796465039253, 1.184531331062317, 0.46473079919815063)	103.8251640296291	-0.20168416776936188	0	0	0.21317895756370756	0.21317895756370756	2.6840569948355855	5	False	0	0	1.9262833995751074
0.7932500280439854	(87.12810516357422, 12.7394437789917, -27.747343063354492)	(0.1325385421514511, 0.9911398887634277, 0.008680230937898159)	(0.14026868343353271, 2.046020746231079, -0.11924834549427032)	99.19560787896897	-0.19340210362590746	0	0	0.26439261221331556	0.26439261221331556	1.8646874851829494	7	False	0	0	1.9279683994675008
0.9772500358521938	(87.15653228759766, 13.189726829528809, -27.75902557373047)	(0.11498552560806274, 0.9933301210403442, 0.008581551723182201)	(0.1406775414943695, 2.5990400314331055, -0.065518319606781)	95.15615650173054	-0.1844194065741985	0	0	0	0	2.3777868751196314	9	False	0	0	1.9253624636353328
1.1607500426471233	(87.17847442626953, 13.657032012939453, -27.767406463623047)	(0.09752207249403, 0.9952321648597717, -0.001572111970745027)	(0.15648899972438812, 2.7806155681610107, 0.039576057344675064)	90.02461118726754	-0.1749574436614503	0	0	0.18469005321563375	0.18469005321563375	2.896578264965446	10	False	0	0	1.9234024999770678
1.3422500491142273	(87.19683837890625, 14.208894729614258, -27.768735885620117)	(0.0786072239279747, 0.9969054460525513, -0.0006161372293718159)	(0.04670011252164841, 2.933065414428711, -0.021988168358802795)	86.42277244591483	-0.16728089550158604	0	0	0.1089227070991512	0.1089227070991512	3.0413074998244474	11	False	0	0	1.9218702425231942
1.5292500592768192	(87.20752716064453, 14.804936408996582, -27.768115997314453)	(0.05861608311533928, 0.9982806444168091, -6.616966857109219e-06)	(-0.016460567712783813, 3.5337746143341064, -0.04397952929139137)	81.36980627057953	-0.15820611033927282	0	0	0	0	3.5126158901936337	13	False	0	0	1.9165919501579398
1.7222500666975975	(87.20640563964844, 15.469889640808105, -27.77132797241211)	(0.036705438047647476, 0.9993090629577637, -0.005844386760145426)	(-0.015606507658958435, 3.5562796592712402, 0.05450635775923729)	76.36434125066694	-0.14768570109502696	0	0	0.26143964000832304	0.26143964000832304	4.790532180003936	13	False	0	0	1.911490754747078
1.9135000742971897	(87.19361877441406, 16.196842193603516, -27.770687103271484)	(0.015206866897642612, 0.9998830556869507, -0.001618448761291802)	(-0.11472860723733902, 3.7851128578186035, 0.014815217815339565)	71.85849035977499	-0.13875822831697457	0	0	0.08596405534719062	0.08596405534719062	3.728624748147	14	False	0	0	1.906531284239124
2.1015000827610493	(87.16624450683594, 16.958484649658203, -27.769006729125977)	(-0.006133289076387882, 0.9999811053276062, -0.00022605029516853392)	(-0.19369778037071228, 4.384496688842773, 0.04253414645791054)	65.84069546939045	-0.12657435670936185	0	0	0.07966155283350697	0.07966155283350697	4.36593029149741	16	False	0	0	1.8935849402432732
2.2942500934004784	(87.1197738647461, 17.81538200378418, -27.76905632019043)	(-0.027989987283945084, 0.999608039855957, 0.0006719715311191976)	(-0.2694810926914215, 4.8056960105896, -0.0007125475676730275)	58.998767617320844	-0.11309551528768597	0	0	0.15174324621760266	0.15174324621760266	4.8664097715153405	17	False	0	0	1.8771999385053335
